instanceId,Archictectures,CPU Utilization (AVG),CPU Utilization (MAX),Memory Utilization(AVG),Memory Utilization(MAX),IOPS AVG,IOPS MAX,Disk AVG ,Disk MAX
r-gs5nqorwe4ve321t5z,cluster,0.202,0.233,6.745,6.755,0.009,0.01,9.209,10.083
